ashtetl-1|אָטיג איז דער װעג, װאס פיהרט אין „שטעדטעל" אַרײן.|אָטיג איז דער װעג, װאס פיהרט אין „שטעדטעל" אַרײן.
ashtetl-2334|מאַמעס בעגלײטען זײערע בחורים'לעבּ אױסער דער שטאָדט אַרױס, נאַרשלעפּענדיק נאָך זײ די קעסטלעך, שיקען זײ אין דער פרעמד לערנען ; קלעהרען אױף אַ תּכלית...|מאַמעס בעגלײטען זײערע בחורים'לעבּ אױסער דער שטאָדט אַרױס, נאַרשלעפּענדיק נאָך זײ די קעסטלעך, שיקען זײ אין דער פרעמד לערנען ; קלעהרען אױף אַ תּכלית...
ashtetl-2335|דאָס גאַנצע שטעדטעל האָ פאר עפּעס מוא.|דאָס גאַנצע שטעדטעל האָ פאר עפּעס מוא.
ashtetl-2336|עס ציטערט, מ'קלעהרט אױף אַ תּכלית...|עס ציטערט, מ'קלעהרט אױף אַ תּכלית...
ashtetl-2337|הינטער דער שטאָדט אַרױס שפּאַציערט אַ יר אַ שנײדער מיט אַ לאַנגער, געלער באָרד און פערלאָפענע אױגען מיט אַ הױכען, דאַרען נעזיל.|הינטער דער שטאָדט אַרױס שפּאַציערט אַ יר אַ שנײדער מיט אַ לאַנגער, געלער באָרד און פערלאָפענע אױגען מיט אַ הױכען, דאַרען נעזיל.
ashtetl-2338|אַ יונג, אָנגעטון אין אַ נײעם „סאַק-ראָק" — זײן זומערלױן.|אַ יונג, אָנגעטון אין אַ נײעם „סאַק-ראָק" — זײן זומערלױן.
ashtetl-2339|געהט מיט איהם דער שנײדער, זאָגט איהם גליקען צו, דער יונג שװײגט שטיל.|געהט מיט איהם דער שנײדער, זאָגט איהם גליקען צו, דער יונג שװײגט שטיל.
ashtetl-2340|און דאָרט אױפ'ן װעג לאָזט זיך שױן אײנער מיט אַ פּעקעל אױף די פּלײצעס װײט אין דער װעלט אַרײן, זוכענדיק ערגעץ אַ שטיקעל ברױט אין דער פרעמד, און אַ מאַע געהנן נאָך און בענשט און װײנט...|און דאָרט אױפ'ן װעג לאָזט זיך שױן אײנער מיט אַ פּעקעל אױף די פּלײצעס װײט אין דער װעלט אַרײן, זוכענדיק ערגעץ אַ שטיקעל ברױט אין דער פרעמד, און אַ מאַע געהנן נאָך און בענשט און װײנט...
ashtetl-2341|פארנאַכט קומען אָן די פוהרען צופאָהרען פון מאַרק, מיט פּעק, קאַסטענס, דרענגער און בעטער.|פארנאַכט קומען אָן די פוהרען צופאָהרען פון מאַרק, מיט פּעק, קאַסטענס, דרענגער און בעטער.
ashtetl-2342|פון די געװעלבער דרינגען די לעמפּלעך אָרױס, די הימלען זײנען בעכמאַרעט, ליעגען געדיכט נאָהענט איבער'ן שטעדטעל, אַ קאַלטער רעגען קאַפּעט (אַזױ איז שױן, אַז עס איז אַ מאַרק, מוז רעגענען) מיט אײן מאָס, מיט אײן כונה, אָדער גאָר אָהן כונה.|פון די געװעלבער דרינגען די לעמפּלעך אָרױס, די הימלען זײנען בעכמאַרעט, ליעגען געדיכט נאָהענט איבער'ן שטעדטעל, אַ קאַלטער רעגען קאַפּעט (אַזױ איז שױן, אַז עס איז אַ מאַרק, מוז רעגענען) מיט אײן מאָס, מיט אײן כונה, אָדער גאָר אָהן כונה.
ashtetl-2343|די רינשטאָקעס װערען ברײטער, פולער מיט װאַסער, נעהמען אַ האַלבע גאַס צי.|די רינשטאָקעס װערען ברײטער, פולער מיט װאַסער, נעהמען אַ האַלבע גאַס צי.
ashtetl-2344|מען קען שױן נישט אריבער פון אײן זײט גאַס צו דער צװײטער.|מען קען שױן נישט אריבער פון אײן זײט גאַס צו דער צװײטער.
ashtetl-2345|מען שטעהט אױף די שװעלען און מען קוקט זיך אַריבער.|מען שטעהט אױף די שװעלען און מען קוקט זיך אַריבער.
ashtetl-2346|דאָס װאַסער פון די רינשטאָקען קומט אַרײן אין די געװעלבלעך, װעלכע ליעגען מיט די שװעלען אין דער ערד אײנגעקאָפּעט.|דאָס װאַסער פון די רינשטאָקען קומט אַרײן אין די געװעלבלעך, װעלכע ליעגען מיט די שװעלען אין דער ערד אײנגעקאָפּעט.
ashtetl-2347|יודען שאַרען אַרױס דעם אונגעבעטענעם גאַסט מיט לאָפּעטעס, פלעדער-װישען.|יודען שאַרען אַרױס דעם אונגעבעטענעם גאַסט מיט לאָפּעטעס, פלעדער-װישען.
ashtetl-2348|דורך אײן טהיר געהט ער אַרױס.|דורך אײן טהיר געהט ער אַרױס.
ashtetl-2349|דורך דעהן צוריק|דורך דעהן צוריק
ashtetl-2350|אַרײן, און גזל'ט אַרױס שטיקער האָלץ און ברעטלעך פון די געװעלבלעך און שװימט דערמיט אין געסיל.|אַרײן, און גזל'ט אַרױס שטיקער האָלץ און ברעטלעך פון די געװעלבלעך און שװימט דערמיט אין געסיל.
ashtetl-2351|די װײבער לױפען נאָך : כאַפּט, האַלט אײן, האַלט אײן!|די װײבער לױפען נאָך : כאַפּט, האַלט אײן, האַלט אײן!
ashtetl-2352|אין געסיל שפּאַציערט אין בית-המדרש אַרײן גדליה יודעל'ס, דער טױט אַלײן, אַ יוד אַ סוכאָטניק פון טאַטען און זײדען, הױך װי אַ יוד, און שמאָל װי אַ יונגעל, אַזױ אַז מען האָט מורא, אַז דער הױכער גוף זײנער זאָל זיך נישט דורכברעכען.|אין געסיל שפּאַציערט אין בית-המדרש אַרײן גדליה יודעל'ס, דער טױט אַלײן, אַ יוד אַ סוכאָטניק פון טאַטען און זײדען, הױך װי אַ יוד, און שמאָל װי אַ יונגעל, אַזױ אַז מען האָט מורא, אַז דער הױכער גוף זײנער זאָל זיך נישט דורכברעכען.
ashtetl-2353|זײן דינער האַלז איז מיט אַ דיקע פֿאַטשײלע פערבונדען.|זײן דינער האַלז איז מיט אַ דיקע פֿאַטשײלע פערבונדען.
ashtetl-2354|ער כאָרכעלט און לוקט מיט די גרױסע אױפגעריסענע אױגען.|ער כאָרכעלט און לוקט מיט די גרױסע אױפגעריסענע אױגען.
ashtetl-2355|דאָס שטעדטעל װײסט, אַז ער װעט שטאַרבען דעם חודש, דער ערגסטער חודש פאַר סוכאָטניקעס, און זײ קוקען אױף זײער גלײכען, װאָס איז נאָך הײנט מיט זײ, און מאָרגען װעט ער שױן געהערען צו דעם סוד, װאָס איז אַזױ בעהאַלטען פון אונז, און װאָס מיר האָבען אַזױ מורא דערפאַר.|דאָס שטעדטעל װײסט, אַז ער װעט שטאַרבען דעם חודש, דער ערגסטער חודש פאַר סוכאָטניקעס, און זײ קוקען אױף זײער גלײכען, װאָס איז נאָך הײנט מיט זײ, און מאָרגען װעט ער שױן געהערען צו דעם סוד, װאָס איז אַזױ בעהאַלטען פון אונז, און װאָס מיר האָבען אַזױ מורא דערפאַר.
ashtetl-2356|אין געסעל װערט שטיל, אַז גדליה יודעל'ס געהט דורך, מען הױבט אָן אין די הערצער תּשובה צו טון, װי דער מלאך-המות מיט זײנע ברײטע, שװאַרצע פליגלען װאָלט דורכ'ן געסעל דורכגעפלױגען.|אין געסעל װערט שטיל, אַז גדליה יודעל'ס געהט דורך, מען הױבט אָן אין די הערצער תּשובה צו טון, װי דער מלאך-המות מיט זײנע ברײטע, שװאַרצע פליגלען װאָלט דורכ'ן געסעל דורכגעפלױגען.
ashtetl-2357|יונגלעך שטעהען און סוד'ען זיך אין אױער, און װײזען מיט'ן פינגער אױף איהם...|יונגלעך שטעהען און סוד'ען זיך אין אױער, און װײזען מיט'ן פינגער אױף איהם...
ashtetl-2358|און דאָס געסעל האָט דרך-ארץ פאַר'ן טױט...|און דאָס געסעל האָט דרך-ארץ פאַר'ן טױט...
ashtetl-2359|בײ נאַכט זײנען די בעל-הבית'טעס געזעסען מיט די שכנות אַרום דעם אױװען, אין װעלכען עס האָט זיך געבראָטען עפּעלעך פאַר די יונגלעך, װאָס לערנען אין חדר בײ-נאַכט.|בײ נאַכט זײנען די בעל-הבית'טעס געזעסען מיט די שכנות אַרום דעם אױװען, אין װעלכען עס האָט זיך געבראָטען עפּעלעך פאַר די יונגלעך, װאָס לערנען אין חדר בײ-נאַכט.
ashtetl-2360|די װינטער-לאָמפּ האָט זיך אױפ'ן טיש געברענט, און די װײבער זײנען געזעסען אַרום, די װינטער-װעש פערריכט און מעשיות דערצעהלט.|די װינטער-לאָמפּ האָט זיך אױפ'ן טיש געברענט, און די װײבער זײנען געזעסען אַרום, די װינטער-װעש פערריכט און מעשיות דערצעהלט.
ashtetl-2361|די יונגע קינדער, װעלכע לערנען אין די דרדקי-חדרים, האָבען די בעהעלפערס שױן פון חדר געבראַכט, און ביז די עלטערע װעלען פון גמרא-חדר קומען און אָנהױבען דאָס גרױסע שפּיעל, זיצען זײ דערװײל בײם קלײנעם קינדערשען טישעלע און שפּיעלען „הענגלעך".|די יונגע קינדער, װעלכע לערנען אין די דרדקי-חדרים, האָבען די בעהעלפערס שױן פון חדר געבראַכט, און ביז די עלטערע װעלען פון גמרא-חדר קומען און אָנהױבען דאָס גרױסע שפּיעל, זיצען זײ דערװײל בײם קלײנעם קינדערשען טישעלע און שפּיעלען „הענגלעך".
ashtetl-2362|אין שטוב איז דערװײל נאָך שטיל.|אין שטוב איז דערװײל נאָך שטיל.
ashtetl-2363|דורך די פינסטערע פענסטער קוקט אַרײן די פינסטערע נאַכט.|דורך די פינסטערע פענסטער קוקט אַרײן די פינסטערע נאַכט.
ashtetl-2364|אין דרױסען איז נאַכט — און דאָ זײנען מיר אין דער-הײם, „בײ דער מאַמע".|אין דרױסען איז נאַכט — און דאָ זײנען מיר אין דער-הײם, „בײ דער מאַמע".
ashtetl-2365|, פון לאָװיטשער מאַזק איז אױך צוריקגעקומען מיט איהרע פּעק|, פון לאָװיטשער מאַזק איז אױך צוריקגעקומען מיט איהרע פּעק
ashtetl-2366|און,לאָסטעגס מלכה'לע, ד' יחזקאָל גאָמבינער'ס װײב.|און,לאָסטעגס מלכה'לע, ד' יחזקאָל גאָמבינער'ס װײב.
ashtetl-2367|װי אַן אַלע בעליקבית'טע איז ,זי געפאָהרען אָױפ'ן מאַרק אײנקױפען דעם אײסשקיִיער פאָר לאה'לען, דער יונגסטער טאָכטער.|װי אַן אַלע בעליקבית'טע איז ,זי געפאָהרען אָױפ'ן מאַרק אײנקױפען דעם אײסשקיִיער פאָר לאה'לען, דער יונגסטער טאָכטער.
